STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Bay City                    ,800252762.0,Insured-Unsubsidized,Bay City Comfort Care,8456000.0,10/1/2058 12:00:00 AM,
Columbia                    ,800252768.0,Insured-Unsubsidized,2222 MAIN STREET APARTMENTS,0.0,,
Tigard                      ,800252782.0,Insured-Unsubsidized,72nd Apartments,0.0,,
Boston                      ,800252790.0,Insured-Unsubsidized,250 Center St,0.0,,
Monroe                      ,800252794.0,Insured-Unsubsidized,Bienville Crossing at MidCity(221D4),0.0,,
Minneapolis                 ,800252810.0,Insured-Unsubsidized,O2 APARTMENTS,0.0,,
Denver                      ,800250980.0,Insured-Unsubsidized,Atlantis Apartments II,8800000.0,11/1/2061 12:00:00 AM,
Paso Robles                 ,800251001.0,Insured-Unsubsidized,Paso Creston,0.0,,
Castle Pines                ,800251045.0,Insured-Unsubsidized,The Canyons,0.0,,
Boston                      ,800251625.0,Insured-Unsubsidized,Whittier Phase 3 - 9%,0.0,,
Cincinnati                  ,800251628.0,Insured-Unsubsidized,Scarlet Oaks Care Center,0.0,,
Somersworth                 ,800250779.0,Insured-Unsubsidized,Somersworth RAD,0.0,,
Yakima                      ,800251134.0,Insured-Unsubsidized,Good Samaritan Health Care Center,0.0,,
Chicago                     ,800251161.0,Insured-Unsubsidized,Schiller Place,6750000.0,8/1/2063 12:00:00 AM,
Hickory Creek               ,800251192.0,Insured-Unsubsidized,Hickory Trails Apartments,0.0,,
Dothan                      ,800250627.0,Insured-Unsubsidized,CAPSTONE AT KINSEY COVE,11561900.0,2/1/2063 12:00:00 AM,
Norfolk                     ,800250646.0,Insured-Unsubsidized,Gravity on 400,56228900.0,1/1/2064 12:00:00 AM,
Gallipolis                  ,800250671.0,Insured-Unsubsidized,Holzer Health System,156836200.0,7/1/2042 12:00:00 AM,
Ridgeland                   ,800251387.0,Insured-Unsubsidized,NOBLE VINES AT OKATIE CROSSING,0.0,,
Virginia Beach              ,800251389.0,Insured-Unsubsidized,Avondale at Kempsville Phase II,43395000.0,7/1/2064 12:00:00 AM,
Fort Myers                  ,800251395.0,Insured-Unsubsidized,MONTEGO SQUARE,57305300.0,3/1/2066 12:00:00 AM,
Menlo Park                  ,800251400.0,Insured-Unsubsidized,Gateway Family Apartments,0.0,,
Chicago                     ,800251408.0,Insured-Unsubsidized,North Sheffield Family,11000000.0,4/1/2065 12:00:00 AM,
Chicago                     ,800251415.0,Insured-Unsubsidized,North Sheffield Senior,54600000.0,4/1/2065 12:00:00 AM,
Lafayette                   ,800251475.0,Insured-Unsubsidized,ATC Lafayette,37128500.0,4/1/2066 12:00:00 AM,
San Antonio                 ,800251523.0,Insured-Unsubsidized,Friedrich Lofts,0.0,,
San Mateo                   ,800253028.0,Insured-Unsubsidized,KiKu Crossing,0.0,,
San Francisco               ,800253029.0,Insured-Unsubsidized,Shirley Chisholm Village,0.0,,
Rockville                   ,800251589.0,Insured-Unsubsidized,Westside Shady Grove,99250000.0,1/1/2064 12:00:00 AM,
Bronx                       ,800251611.0,Insured-Unsubsidized,Bronx Point,0.0,,
East Greenwich              ,800251617.0,Insured-Unsubsidized,Brookside Terrace Phase II,0.0,,
St Louis                    ,800250382.0,Insured-Unsubsidized,SOGRO,0.0,,
Charlestown                 ,800250464.0,Insured-Unsubsidized,Brookmeadow Apartments,2660000.0,12/1/2063 12:00:00 AM,
Chicago                     ,800251838.0,Insured-Unsubsidized,Norwegian American Hospital,25255900.0,4/1/2046 12:00:00 AM,
Fairfax                     ,800251850.0,Insured-Unsubsidized,One University Family,18702300.0,6/1/2064 12:00:00 AM,
Fairfax                     ,800251852.0,Insured-Unsubsidized,One University Senior,22836500.0,6/1/2064 12:00:00 AM,
Cocoa                       ,800252645.0,Insured-Unsubsidized,RETREAT AT COCOA COMMONS,0.0,,
Saint Louis                 ,800252064.0,Insured-Unsubsidized,Preservation Square IIA,0.0,,
Saint Louis                 ,800252065.0,Insured-Unsubsidized,Preservation Square IIB,0.0,,
Bozeman                     ,800251956.0,Insured-Unsubsidized,The Grove,0.0,,
New York                    ,800251966.0,Insured-Unsubsidized,The Eliza,0.0,,
Creve Coeur                 ,800252038.0,Insured-Unsubsidized,Creve Coeur Pavilion,0.0,,
Ventura                     ,800252158.0,Insured-Unsubsidized,COMMUNITY MEMORIAL HEALTH SYSTEM,366170500.0,6/1/2046 12:00:00 AM,
Hialeah                     ,800250544.0,Insured-Unsubsidized,Millennium N Nspire Healthcare Miami Lakes,12480000.0,11/1/2058 12:00:00 AM,
Georgetown                  ,800251801.0,Insured-Unsubsidized,Vida Apartments,0.0,,
Huntsville                  ,800251210.0,Insured-Unsubsidized,OLD MONROVIA,27860800.0,5/1/2064 12:00:00 AM,
Salt Lake City              ,800251221.0,Insured-Unsubsidized,The Citizen,61104000.0,3/1/2064 12:00:00 AM,
Las Vegas                   ,800251259.0,Insured-Unsubsidized,Deer Springs,60986300.0,5/1/2064 12:00:00 AM,
Grand Junction              ,800251306.0,Insured-Unsubsidized,Copper Village II Apartments,0.0,,
Augusta                     ,800251308.0,Insured-Unsubsidized,Maine General,299371500.0,2/1/2046 12:00:00 AM,
Albany                      ,800251385.0,Insured-Unsubsidized,Albany HA Ida North,0.0,,
Lubbock                     ,800252613.0,Insured-Unsubsidized,Slide Road Townhomes,0.0,,
Glen Allen                  ,800252165.0,Insured-Unsubsidized,One Pouncey,0.0,,
Brooklyn                    ,800252171.0,Insured-Unsubsidized,Atrium at Sumner,0.0,,
Brooklyn                    ,800252174.0,Insured-Unsubsidized,Simba Simbi,0.0,,
Oxnard                      ,800252619.0,Insured-Unsubsidized,Mayfair at Wagon Wheel,0.0,,
Minneapolis                 ,800252639.0,Insured-Unsubsidized,LOWRY & 2ND,47186400.0,1/1/2064 12:00:00 AM,
Celina                      ,800252565.0,Insured-Unsubsidized,Prairie Crossing Pointe,0.0,,
Nampa                       ,800252190.0,Insured-Unsubsidized,Ethridge Townhomes,0.0,,
Norfolk                     ,800252203.0,Insured-Unsubsidized,Salt OV,0.0,,
Sinton                      ,800252564.0,Insured-Unsubsidized,The Sanctuary at Sinton,0.0,,
Lacey                       ,800251906.0,Insured-Unsubsidized,Southfield - Roo Lan Health and Rehab,3524100.0,12/1/2056 12:00:00 AM,
San Francisco               ,800251925.0,Insured-Unsubsidized,921 Howard Street Apartments,0.0,,
St Francis                  ,800252217.0,Insured-Unsubsidized,MARINER LAKESIDE,0.0,,
Springfield                 ,800251650.0,Insured-Unsubsidized,McKenzie-Williamette Regional Medical Center,0.0,,
Omaha                       ,800252451.0,Insured-Unsubsidized,DIGS Apartments,0.0,,
Marion                      ,800252467.0,Insured-Unsubsidized,Marion Hospital Corporation dba Heartland Regional,0.0,,
Frankfort                   ,800252494.0,Insured-Unsubsidized,Clinton House Rehabilitation and Healthcare Center,0.0,,
Gastonia                    ,800252523.0,Insured-Unsubsidized,CENTER CITY CROSSING,19558000.0,12/1/2063 12:00:00 AM,
Brooklyn                    ,800252529.0,Insured-Unsubsidized,Hanson Place,0.0,,
Washington                  ,800252548.0,Insured-Unsubsidized,Hill East,52500000.0,4/1/2041 12:00:00 AM,
El Monte                    ,800252562.0,Insured-Unsubsidized,Singing Wood,0.0,,
Las Vegas                   ,800252043.0,Insured-Unsubsidized,Vue at Centennial,0.0,,
Boston                      ,800252574.0,Insured-Unsubsidized,J.J. Carroll Redevelopment,0.0,,
Dallas                      ,800252588.0,Insured-Unsubsidized,2800 Taylor (Pre-App/220),0.0,,
Williamsburg                ,800252446.0,Insured-Unsubsidized,Governor's Inn Apartments,38139200.0,9/1/2064 12:00:00 AM,
Boston                      ,800251631.0,Insured-Unsubsidized,Whittier Phase 3 - 4%,0.0,,
Lebanon                     ,800251645.0,Insured-Unsubsidized,SUNDANCE LEBANON,0.0,,
Williamsburg                ,800253795.0,Insured-Unsubsidized,Blaine Landing Phase II,6134900.0,9/1/2064 12:00:00 AM,
Williamsburg                ,800253745.0,Insured-Unsubsidized,Blaine Landing Phase I,5367400.0,9/1/2064 12:00:00 AM,
Mattapan                    ,800253755.0,Insured-Unsubsidized,Morton Station Village,0.0,,
Fort Lupton                 ,800253757.0,Insured-Unsubsidized,Sagebrush Apartments,0.0,,
Historic New Castle         ,800253802.0,Insured-Unsubsidized,The Battery,0.0,,
Pomona                      ,800253803.0,Insured-Unsubsidized,Begonia Heights,0.0,,
Springfield                 ,800252277.0,Insured-Unsubsidized,Effingham County Hospital Authority,0.0,,
Irmo                        ,800253988.0,Insured-Unsubsidized,THE STREAMS AT METTS WOODS,0.0,,
Redmond                     ,800253991.0,Insured-Unsubsidized,Arrive Redmond,0.0,,
San Antonio                 ,800253033.0,Insured-Unsubsidized,Abacus Westover Hills,0.0,,
Georgetown                  ,800251660.0,Insured-Unsubsidized,Villas of Georgetown Apartments,0.0,,
Montgomery                  ,800251715.0,Insured-Unsubsidized,Harbor Shores Apartments Ph. II,20922800.0,12/1/2063 12:00:00 AM,
Denton                      ,800251743.0,Insured-Unsubsidized,The London Addition,0.0,,
Denver                      ,800253733.0,Insured-Unsubsidized,The Newton,0.0,,
Bronx                       ,800252222.0,Insured-Unsubsidized,Casa Celina,0.0,,
Texarkana                   ,800252268.0,Insured-Unsubsidized,Waggoner Creek Apt Homes Phase II,0.0,,
Sonoma                      ,800251943.0,Insured-Unsubsidized,Spring Village,0.0,,
Santa Rosa                  ,800251953.0,Insured-Unsubsidized,West Avenue Apartments,0.0,,
Covington                   ,800252368.0,Insured-Unsubsidized,Three Rivers Apartments,0.0,,
Chicago                     ,800252377.0,Insured-Unsubsidized,1050 Van Buren,58444800.0,5/1/2064 12:00:00 AM,
Breese                      ,800253814.0,Insured-Unsubsidized,McKay Manor,0.0,,
Denver                      ,800253828.0,Insured-Unsubsidized,Fairfax Row,0.0,,
Firestone                   ,800253831.0,Insured-Unsubsidized,Firestone Junction,0.0,,
Dallas                      ,800253784.0,Insured-Unsubsidized,The Grace at Creekside,0.0,,
Suprrise                    ,800253787.0,Insured-Unsubsidized,Residences at Prasada,0.0,,
Washington                  ,800253792.0,Insured-Unsubsidized,Terrace Manor,0.0,,
Flagstaff                   ,800255153.0,Insured-Unsubsidized,Canyon del Rio Apartments,0.0,,
Maywood                     ,800255935.0,Insured-Unsubsidized,Maywood Center for Health and Rehabilitation,0.0,,
Eskridge                    ,800255159.0,Insured-Unsubsidized,P0547 Mission Health Eskridge Care Center,0.0,,
Edwardsville                ,800255160.0,Insured-Unsubsidized,P0547 Mission Health Kaw River Care and Rehab,0.0,,
Pittsburg                   ,800255161.0,Insured-Unsubsidized,P0547 Mission Pittsburg Care and Rehab,0.0,,
Ithaca                      ,800256023.0,Insured-Unsubsidized,The Ithacan,0.0,,
Mason City                  ,800256018.0,Insured-Unsubsidized,Country Meadow Place,11599500.0,2/1/2059 12:00:00 AM,
Sarasota                    ,800254819.0,Insured-Unsubsidized,Aravilla at Sarasota,29200000.0,9/1/2058 12:00:00 AM,
Dallas                      ,800256032.0,Insured-Unsubsidized,Prairie Commons,0.0,,
Chicago Heights             ,800254721.0,Insured-Unsubsidized,OTTO VETERANS SQUARE,0.0,,
Minneapolis                 ,800254724.0,Insured-Unsubsidized,Wirth on the Woods,0.0,,
Centerville                 ,800256020.0,Insured-Unsubsidized,Ambassador Healthcare,0.0,,
Baltimore                   ,800256025.0,Insured-Unsubsidized,Greenmount Park Apartments,0.0,,
Miami                       ,800254851.0,Insured-Unsubsidized,P0043 TL Management Kendall Lakes Health,44000000.0,12/1/2058 12:00:00 AM,
Corona                      ,800253557.0,Insured-Unsubsidized,Lincoln Park,0.0,,
Minneapolis                 ,800255220.0,Insured-Unsubsidized,SATORI SENIOR LIVING APARTMENTS,0.0,,
Brighton                    ,800256031.0,Insured-Unsubsidized,Hughes Station,0.0,,
Bowling Green               ,800253758.0,Insured-Unsubsidized,P0519  Bowling Green Nursing and Rehab Center,0.0,,
Glendale                    ,800256285.0,Insured-Unsubsidized,Fringe on 61st,0.0,,
Glen Burnie                 ,800256286.0,Insured-Unsubsidized,P0585 SMV Autumn Lake Healthcare at Glen Burnie,0.0,,
Apopka                      ,800254764.0,Insured-Unsubsidized,MARDEN RIDGE,0.0,,
Providence                  ,800256021.0,Insured-Unsubsidized,Wingate Residences on the East Side,0.0,,
Winchester                  ,800254845.0,Insured-Unsubsidized,PO555 EA Boston-Aberjona Rehab and Nursing,0.0,,
Long Prairie                ,800254478.0,Insured-Unsubsidized,2ND AVENUE APARTMENTS,0.0,,
Portage                     ,800255156.0,Insured-Unsubsidized,P0443 Eby Bickford of Portage,0.0,,
Erie                        ,800255158.0,Insured-Unsubsidized,Nightingale Nursing and Rehab,0.0,,
Spring Hill                 ,800255162.0,Insured-Unsubsidized,P0547 Mission Health Spring Hill Care and Rehab,0.0,,
Brighton                    ,800253559.0,Insured-Unsubsidized,Retreat at Brighton Ridge,0.0,,
Chicago                     ,800254671.0,Insured-Unsubsidized,Kensington Place Nursing Rehab Center,0.0,,
Tamarac                     ,800255936.0,Insured-Unsubsidized,P0455 Millennium N Nspire Healthcare Tamarac,0.0,,
Noblesville                 ,800254765.0,Insured-Unsubsidized,"GREYSTONE APARTMENTS, PHASE I",0.0,,
Providence                  ,800254768.0,Insured-Unsubsidized,Jordan Caffey Townhomes,0.0,,
Brooklyn                    ,800255967.0,Insured-Unsubsidized,Palm Gardens Center for Nursing and Rehabilitation,0.0,,
Montgomery                  ,800254481.0,Insured-Unsubsidized,AHEPA 23,0.0,,
Lafayette                   ,800254515.0,Insured-Unsubsidized,Maison De Lafayette,0.0,,
Dayton                      ,800254778.0,Insured-Unsubsidized,Balsam Apartments II,0.0,,
Lexington                   ,800255164.0,Insured-Unsubsidized,Meadowthorpe Assisted Living and Memory Care,3127100.0,3/1/2059 12:00:00 AM,
Detroit Lakes               ,800255165.0,Insured-Unsubsidized,Pelican Landing,10295500.0,11/1/2058 12:00:00 AM,
Arlington                   ,800256027.0,Insured-Unsubsidized,Arlington Commons 3,0.0,,
Tampa                       ,800255937.0,Insured-Unsubsidized,P0575 Millennium S Northdale Rehabilitation Center,11468000.0,3/1/2059 12:00:00 AM,
Monmouth Junction           ,800255938.0,Insured-Unsubsidized,P0570 PAW Park Place Center,0.0,,
Pontiac                     ,800255996.0,Insured-Unsubsidized,NORTH HILL FARMS,0.0,,
Albuquerque                 ,800255968.0,Insured-Unsubsidized,The Rio at Las Estancias,0.0,,
Richmond                    ,800255969.0,Insured-Unsubsidized,The Residences at Richmond,0.0,,
Gresham                     ,800254820.0,Insured-Unsubsidized,Adara Oaks Manor,0.0,,
Denver                      ,800254781.0,Insured-Unsubsidized,2700 Wewatta,0.0,,
Manchester                  ,800256304.0,Insured-Unsubsidized,P0591 NH Maple Leaf Healthcare Center,0.0,,
Atlanta                     ,800255971.0,Insured-Unsubsidized,THE PROCTOR,0.0,,
Conroe                      ,800256028.0,Insured-Unsubsidized,Conroe Cottages,0.0,,
Saint Paul                  ,800254859.0,Insured-Unsubsidized,The Lumin at HIghland Bridge,0.0,,
Altus                       ,800254731.0,Insured-Unsubsidized,P0190 Grace Living Center Altus,7944000.0,6/1/2058 12:00:00 AM,
Lincoln                     ,800255999.0,Insured-Unsubsidized,The Gardens at Bella Breeze,0.0,,
Homewood                    ,800256002.0,Insured-Unsubsidized,THE HILL AT EASTBURY,0.0,,
Flowood                     ,800254853.0,Insured-Unsubsidized,Southern Refuge,0.0,,
Evanston                    ,800254843.0,Insured-Unsubsidized,Rocky Mountain Care Evantson,0.0,,
Hayward                     ,800254354.0,Insured-Unsubsidized,La Vista Residental,0.0,,
Portland                    ,800254866.0,Insured-Unsubsidized,The Nexus PDX,0.0,,
Olivette                    ,800255972.0,Insured-Unsubsidized,Project Olive,0.0,,
Greenfield                  ,800255995.0,Insured-Unsubsidized,FALCON GLEN APARTMENTS,29790700.0,4/1/2059 12:00:00 AM,
Nashua                      ,800254846.0,Insured-Unsubsidized,Premier Rehab and Healthcare,34975000.0,10/1/2058 12:00:00 AM,
Elizabethton                ,800254741.0,Insured-Unsubsidized,LYNNRIDGE APARTMENTS,0.0,,
San Diego                   ,800254476.0,Insured-Unsubsidized,The Boulevard,0.0,,
Mercerville                 ,800255939.0,Insured-Unsubsidized,P0570 PAW Mercerville Center,0.0,,
Clawson                     ,800254854.0,Insured-Unsubsidized,ELLIOT PARK APARTMENTS,0.0,,
Raleigh                     ,800254431.0,Insured-Unsubsidized,EDGEWATER COMMONS,0.0,,
Forest Hill                 ,800256288.0,Insured-Unsubsidized,P0586 SMV Sterling Care Forest Hill,0.0,,
Durango                     ,800254868.0,Insured-Unsubsidized,Residences at Durango,0.0,,
Clinton                     ,800254872.0,Insured-Unsubsidized,Ocean Meadow Senior Living and Memory Care,6304100.0,12/1/2058 12:00:00 AM,
Cary                        ,800254769.0,Insured-Unsubsidized,MAYNARD ROAD APARTMENTS,0.0,,
Winter Haven                ,800254775.0,Insured-Unsubsidized,WINTER HAVEN APARTMENTS,0.0,,
Chino                       ,800254850.0,Insured-Unsubsidized,Encore Trellis Chino,9626000.0,9/1/2058 12:00:00 AM,
East Orange                 ,800254377.0,Insured-Unsubsidized,Grove Park Healthcare and Rehabilitation Center,17380700.0,11/1/2053 12:00:00 AM,
Saint Petersburg            ,800253999.0,Insured-Unsubsidized,Angel Care,6320000.0,9/1/2053 12:00:00 AM,
Bakersfield                 ,800255940.0,Insured-Unsubsidized,Magnolia Place Assisted Living and Memory Care,0.0,,
Secaucus                    ,800255966.0,Insured-Unsubsidized,Alaris at the Fountains,0.0,,
San Jose                    ,800256004.0,Insured-Unsubsidized,Stevens Creek Promenade,0.0,,
